App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Country Code,Shop Plan,Device Type,Keyword,Match Type,Status,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,PK,Basic,desktop,luna chat,broad,active,1.9,102,2,0.019607,0,0.0,1.9,0.0,3.8,2.872549,0.387832,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,IN,Basic,desktop,luna chat,broad,active,1.9,100,2,0.02,2,1.0,1.9,1.9,3.8,3.13,0.384615,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,IN,Basic,desktop,tidio,broad,active,1.2,63,1,0.015873,0,0.0,1.2,0.0,1.2,2.301587,0.96923,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,MA,Basic,desktop,luna chat,broad,active,1.9,30,1,0.033333,0,0.0,1.9,0.0,1.9,2.166666,0.576923,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,IN,Basic,desktop,chaty,broad,active,1.0,26,0,0.0,0,0.0,0.0,0.0,0.0,1.461538,0.962962,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,BR,Basic,desktop,luna chat,broad,active,1.9,25,0,0.0,0,0.0,0.0,0.0,0.0,2.48,0.316455,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,PK,Trial,desktop,luna chat,broad,active,1.9,23,0,0.0,0,0.0,0.0,0.0,0.0,2.956521,0.403508,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,IN,Basic,desktop,gorgias,broad,active,2.3,23,1,0.043478,0,0.0,2.3,0.0,2.3,3.347826,0.821428,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,EG,Basic,desktop,luna chat,broad,active,1.9,22,0,0.0,0,0.0,0.0,0.0,0.0,2.90909,0.37931,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2026-02-01,2026-02-28,UTC,USD,PK,Basic,desktop,chaty,broad,active,1.0,21,3,0.142857,3,1.0,1.0,1.0,3.0,1.047619,1.0,,,,,
