App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Country Code,Shop Plan,Device Type,Keyword,Match Type,Status,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,US,Basic,desktop,tidio,broad,active,1.2,82,2,0.02439,1,0.5,1.0,2.0,2.0,3.658536,0.58156,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,IN,Basic,desktop,tidio,broad,active,1.2,82,3,0.036585,1,0.333333,0.933333,2.8,2.8,2.390243,0.953488,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,IN,Basic,desktop,gorgias,broad,active,2.3,35,1,0.028571,0,0.0,2.1,0.0,2.1,3.142857,0.714285,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,FR,Basic,desktop,tidio,broad,active,1.2,28,1,0.035714,0,0.0,1.0,0.0,1.0,3.571428,0.7,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,FR,Basic,desktop,lunachat,broad,active,0.8,23,1,0.043478,1,1.0,0.8,0.8,0.8,2.086956,0.71875,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,US,Grow,desktop,tidio,broad,active,1.2,22,0,0.0,0,0.0,0.0,0.0,0.0,3.681818,0.360655,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,IT,Basic,desktop,tidio,broad,active,1.2,22,1,0.045454,0,0.0,1.0,0.0,1.0,3.727272,0.709677,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,NL,Basic,desktop,tidio,broad,active,1.2,21,1,0.047619,0,0.0,1.0,0.0,1.0,3.190476,0.954545,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,GB,Basic,desktop,tidio,broad,active,1.2,21,0,0.0,0,0.0,0.0,0.0,0.0,3.571428,0.525,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,DE,Basic,desktop,tidio,broad,active,1.2,20,2,0.1,1,0.5,0.9,1.8,1.8,3.3,0.869565,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,IN,Basic,desktop,luna chat,broad,active,1.9,19,1,0.052631,1,1.0,1.0,1.0,1.0,4.473684,0.081545,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,AU,Basic,desktop,tidio,broad,active,1.2,18,0,0.0,0,0.0,0.0,0.0,0.0,3.555555,0.72,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,IN,Basic,desktop,chaty,broad,active,1.0,17,1,0.058823,0,0.0,1.0,0.0,1.0,1.352941,1.0,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,IN,Trial,desktop,tidio,broad,active,1.2,16,0,0.0,0,0.0,0.0,0.0,0.0,2.5,0.941176,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,ES,Basic,desktop,tidio,broad,active,1.2,15,0,0.0,0,0.0,0.0,0.0,0.0,3.2,0.714285,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,BR,Trial,desktop,tidio,broad,active,1.2,14,0,0.0,0,0.0,0.0,0.0,0.0,3.714285,0.933333,,,,,
Chatty AI Chatbot & Live Chat,Chatty - Competitor - Broad | 20241210,2025-09-01,2025-09-30,UTC,USD,CO,Basic,desktop,tidio,broad,active,1.2,12,0,0.0,0,0.0,0.0,0.0,0.0,1.916666,0.923076,,,,,
